,CT_Jurkat_Empty_H3K27ac,CT_Jurkat_Tax_H3K27ac,CT_TL-Om1_Empty_H3K27ac,CT_TL-Om1_Tax_H3K27ac
ACTR10,6.556914006471634,15.509033944010735,25.97470408141613,20.395200901031494
ACTR1A,13.5075604262352,36.130561322152616,23.392718098312617,24.275813355505466
ACTR1B,9.157720588803292,14.529781215906143,32.79659795165062,46.24626007664204
ACTR2,9.408702190876006,26.16687824648619,27.802555098086597,32.117238251328466
ACTR3,10.139296362936497,40.00708811610937,44.416023827433584,55.18750583857298
ACTR3B,4.930235852956772,13.221811912953854,6.895028816908598,6.592647083565593
ACTR3C,12.768730596899987,24.225689706802367,31.879637787044047,33.83432204425335
ACTR5,4.705920794010162,10.31639773696661,13.497199164628983,11.311525325626135
ACTR6,5.785145346879959,11.686349075734615,21.826463491797448,19.372769466727974
ACTR8,3.3686546075344084,8.807027329146862,21.23589352145791,20.3357889136672
ACTRT1,0.0,0.050089738368988036,0.04855656147003174,0.03059588223695755
ACTRT2,1.359226577758789,0.6010773256421089,0.4802540536224842,0.4856718657910824
ACTRT3,2.086292112469673,1.8721040338277817,0.6843436023592949,0.4472040554434061
ACVR1,4.039248867630959,4.986015347838402,18.245115690231323,17.421769618541003
ACVR1B,3.7968936297893525,6.335516065627337,0.29467738419771194,0.17674309775233268
ACVR1C,0.48235680639743805,0.45915584594011305,8.088001206666231,8.303041225343943
ACVR2A,0.3047083187699318,0.6165216663777828,0.5508130413293838,0.17228733703494073
ACVR2B,15.2511035323143,18.153354563713073,6.761497795581818,5.337923942804337
ACVRL1,1.8455049890279769,2.0382352133989334,0.3772233562171459,0.3472479554414749
ACY1,10.592242173552513,9.794627888202667,19.43626826941967,19.807053142786025
ACY3,14.847176058292389,8.56116830289364,4.866275810301304,4.5448081912100315
ACYP1,2.156880081295967,1.0637813821732998,17.461080136448146,16.827972792357205
