,Empty,IRF4,Empty_Tax,IRF4_Tax
ACYP1,1.223459113061428,0.5087008100748062,1.0909941043555738,1.3574236434698106
ACYP2,16.733733701229095,14.047414339184762,13.748013748884201,14.188007833242416
ADA,20.035037244677543,21.0341858291626,16.811871413260697,21.89215332496166
ADA2,3.73940239995718,3.836175550818443,2.3365236838161945,4.026280047595501
ADAD1,0.527999344587326,0.08656275272369385,0.19895151421427726,0.3250016417503357
ADAD2,1.1181437113285064,1.1241624473333358,1.3204815208613871,1.0931868849992752
ADAM10,40.443190948963164,39.00491820025444,33.74634996247291,36.98186323022843
ADAM11,7.049001402020455,8.533938094496728,6.1781422252655025,7.197409319996834
ADAM12,0.20873279392719268,0.5407292240858078,0.25539818571507933,0.4766318428516388
ADAM15,24.753823134541513,26.468021612524986,21.900868683844806,24.276426205158234
ADAM17,16.694362611055375,16.834159618377686,14.383734452217817,14.530846837520599
ADAM18,0.0,0.0,0.0,0.0
ADAM19,7.203656967580319,7.659365284442901,8.737676377221941,9.337515203952789
ADAM2,0.0,0.0,0.0,0.0
ADAM20,0.23245255261659623,0.13417226672172547,0.5563699278980494,0.2494651946425438
ADAM21,4.099701139211654,4.023438609659672,2.9981533417105677,2.1191985286474226
ADAM22,46.96822628509998,50.658871524333954,41.239414665937424,40.2023349763155
ADAM23,3.7462806648015974,1.9366983342170716,3.727796244353056,3.709919739842415
ADAM28,0.31784320414066314,0.5941092932224273,0.3675974965542555,0.39050356549024584
ADAM29,0.19924488484859468,0.37510535955429075,0.8286557637751103,0.7470016586780548
ADAM30,1.0922897157073022,1.571115345954895,1.0421817786991596,1.0145841944217682
ADAM32,0.0,0.0,0.0,0.0
ADAM33,2.394734987616539,1.5471657919883728,1.8127712432146073,1.768832690000534
ADAM7,0.0806468117237091,0.4183868581056595,0.08790881723165513,0.05574650168418884
ADAM8,3.0963623645305636,1.7289485058784484,1.7220869088470936,1.9321688339710235
