set,n_genes,CSI,collection,z,pct,risk
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN,78,0.1484166781245174,Reactome,0.1456512304894474,0.6666666666666666,robust
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,17,0.14784749754085974,KEGG,0.296352341724511,0.7,robust
KEGG_MEDICUS_REFERENCE_KINETOCHORE_FIBER_ORGANIZATION,23,0.14640068559269398,KEGG_MEDICUS,0.20585330365848603,0.6583333333333333,robust
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,118,0.14629956207623898,Reactome,0.1405215068399954,0.6083333333333333,robust
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION,69,0.1452320922385268,Reactome,0.1403314505074402,0.6583333333333333,robust
KEGG_MEDICUS_REFERENCE_FLT3LG_FLT3_RAS_PI3K_SIGNALING_PATHWAY,15,0.14510317775740494,KEGG_MEDICUS,0.291547498218807,0.7,robust
REACTOME_GLUTATHIONE_CONJUGATION,31,0.1440673480984373,Reactome,0.20202640211342304,0.65,robust
REACTOME_SIGNALING_BY_CYTOSOLIC_FGFR1_FUSION_MUTANTS,18,0.14301366258225423,Reactome,0.28788910772076015,0.7,robust
KEGG_GNRH_SIGNALING_PATHWAY,96,0.14202289940750484,KEGG,0.2039240427480213,0.6416666666666667,robust
REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT,19,0.14182181074875,Reactome,0.2858023751262208,0.7,robust
REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,97,0.13999413233497734,Reactome,0.19937303616788313,0.6416666666666667,robust
KEGG_DILATED_CARDIOMYOPATHY,81,0.13907890599225367,KEGG,0.13005268956634417,0.6583333333333333,robust
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES,67,0.13661441488802725,Reactome,0.12593581192150705,0.6583333333333333,robust
REACTOME_SIGNALING_BY_WNT_IN_CANCER,33,0.13659032532454657,Reactome,0.18976335397902164,0.6416666666666667,robust
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA,69,0.13630813315206786,Reactome,0.12542417508515136,0.6583333333333333,robust
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS,70,0.13617845695905056,Reactome,0.12520755388526755,0.6583333333333333,robust
KEGG_MEDICUS_REFERENCE_TNF_NFKB_SIGNALING_PATHWAY,16,0.13303270706908765,KEGG_MEDICUS,0.27041412919701574,0.6916666666666667,robust
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,56,0.13037033613667157,Reactome,0.14774770251839092,0.65,robust
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS,53,0.12825515285318304,Reactome,0.14358870022842443,0.65,robust
REACTOME_MAPK6_MAPK4_SIGNALING,75,0.12799449827876008,Reactome,0.11153643270354417,0.6583333333333333,robust
KEGG_MEDICUS_ENV_FACTOR_ZN_TO_ANTEROGRADE_AXONAL_TRANSPORT,19,0.1273590479973758,KEGG_MEDICUS,0.2604805040748097,0.6833333333333333,robust
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS,59,0.12729587482601204,Reactome,0.1417025093045161,0.65,robust
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,210,0.12700300871116607,Reactome,0.06708206061967174,0.675,robust
REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION,19,0.1268430296595658,Reactome,0.2595770425415735,0.6833333333333333,robust
REACTOME_HDACS_DEACETYLATE_HISTONES,87,0.1259858339537309,Reactome,0.10818100356788485,0.6583333333333333,robust
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE,21,0.12593956657730448,Reactome,0.17229506865542857,0.6333333333333333,robust
REACTOME_MEIOTIC_SYNAPSIS,74,0.12462341162679391,Reactome,0.1059051073347944,0.6583333333333333,robust
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,36,0.12389146300387052,KEGG_MEDICUS,0.16893597861855406,0.6333333333333333,robust
REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4,15,0.12161265541314456,Reactome,0.2504195347752295,0.6833333333333333,robust
KEGG_MEDICUS_REFERENCE_ITGA_B_FAK_RAC_SIGNALING_PATHWAY,30,0.12118847806147084,KEGG_MEDICUS,0.1645028191301336,0.6333333333333333,robust
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT,31,0.1207513422946604,Reactome,0.16378587374802459,0.6333333333333333,robust
REACTOME_RND3_GTPASE_CYCLE,39,0.11970843360842306,Reactome,0.1267836199367382,0.65,robust
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1,17,0.1187890982232234,Reactome,0.24547595986505716,0.6833333333333333,robust
REACTOME_MEIOTIC_RECOMBINATION,81,0.11693337270515328,Reactome,0.09305906813824909,0.6416666666666667,robust
REACTOME_HCMV_INFECTION,155,0.11501458243934541,Reactome,0.3382308413058934,0.6916666666666667,robust
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,26,0.11491488639377465,Reactome,0.15421351563019184,0.625,robust
REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS,28,0.11401501877104578,Reactome,0.15273764477813995,0.625,robust
REACTOME_FERTILIZATION,21,0.11163349811668226,Reactome,0.14883171814120208,0.625,robust
REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS,24,0.1110451135654517,Reactome,0.14786670996997192,0.625,robust
KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,19,0.11075515431324856,KEGG_MEDICUS,0.23140987199375315,0.675,robust
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ,66,0.11018701513798575,Reactome,0.08178942768196196,0.625,robust
KEGG_MEDICUS_VARIANT_LRP6_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY,42,0.10996528166309058,KEGG_MEDICUS,0.1076260407479989,0.6416666666666667,robust
REACTOME_VISUAL_PHOTOTRANSDUCTION,88,0.10890371278763744,Reactome,0.12962983801802092,0.6333333333333333,robust
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,154,0.1081565820538187,Reactome,0.3243317012618274,0.6833333333333333,robust
REACTOME_HYALURONAN_METABOLISM,19,0.10809517395562007,Reactome,0.22675269267241255,0.675,robust
KEGG_REGULATION_OF_AUTOPHAGY,24,0.10719216469631392,KEGG,0.14154749724714671,0.625,robust
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,23,0.10551276173114106,KEGG,0.13879311224368165,0.625,robust
KEGG_TIGHT_JUNCTION,119,0.10335873970254303,KEGG,0.05081116054960617,0.5833333333333334,robust
KEGG_MEDICUS_REFERENCE_EGF_ERBB2_RAS_ERK_SIGNALING_PATHWAY,16,0.09942385902078879,KEGG_MEDICUS,0.211570675073105,0.675,robust
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,74,0.09644966390936106,Reactome,0.05884148760808089,0.6083333333333333,robust
REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE,17,0.09566145594151827,Reactome,0.20498333852790257,0.675,robust
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL,15,0.0955575303529206,Reactome,0.20480138225864397,0.675,robust
KEGG_ARGININE_AND_PROLINE_METABOLISM,52,0.09514853520049285,KEGG,0.0784924507897031,0.625,robust
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,66,0.09422222450201712,Reactome,0.0551205995571573,0.6083333333333333,robust
REACTOME_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES,19,0.0941162762154751,Reactome,0.2022779880739997,0.675,robust
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,38,0.09405424902049925,Reactome,0.07634079860712441,0.625,robust
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES,17,0.09310433928289236,Reactome,0.20050625628530072,0.675,robust
KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_PATHWAY,43,0.09101107961364986,KEGG_MEDICUS,0.0703571334417264,0.625,robust
KEGG_MEDICUS_REFERENCE_COPI_VESICLE_FORMATION,23,0.08052568302706037,KEGG_MEDICUS,0.09781186099536279,0.5916666666666667,robust
REACTOME_SIGNALING_BY_FGFR4,38,0.07991908597744583,Reactome,0.04854737951005663,0.625,robust
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,15,0.07781176831768255,KEGG,0.17373153027461496,0.6666666666666666,robust
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,72,0.07689018729976611,Reactome,0.02616781641459856,0.6,robust
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ANTEROGRADE_AXONAL_TRANSPORT,24,0.07628703239090642,KEGG_MEDICUS,0.09086005967711973,0.5916666666666667,robust
REACTOME_NPAS4_REGULATES_EXPRESSION_OF_TARGET_GENES,20,0.07544194114438915,Reactome,0.16958236049786787,0.6666666666666666,robust
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_BROWN_AND_BEIGE_ADIPOCYTE_DIFFERENTIATION,29,0.07325794074127194,Reactome,0.08589205331599267,0.5916666666666667,robust
KEGG_MEDICUS_VARIANT_FZD7_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY,35,0.07115120351459125,KEGG_MEDICUS,0.08243679835708914,0.5916666666666667,robust
KEGG_MEDICUS_REFERENCE_TNF_JNK_SIGNALING_PATHWAY,16,0.06783926989965187,KEGG_MEDICUS,0.15627135870554323,0.6666666666666666,robust
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS,17,0.06726680685354518,Reactome,0.1552690719582318,0.6666666666666666,robust
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,22,0.06696452652843435,Reactome,0.0755702389046138,0.5833333333333334,robust
REACTOME_ASPIRIN_ADME,33,0.06175275372741228,Reactome,0.06702242212549751,0.5833333333333334,robust
KEGG_CHRONIC_MYELOID_LEUKEMIA,72,0.06128058919334959,KEGG,9.232952037027567e-05,0.5833333333333334,robust
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2,102,0.060725755626357514,Reactome,0.02155523298934073,0.5666666666666667,robust
KEGG_MEDICUS_PATHOGEN_HPV_E5_TO_EGFR_RAS_ERK_SIGNALING_PATHWAY,15,0.060101708818809794,KEGG_MEDICUS,0.14272418744167917,0.6666666666666666,robust
REACTOME_SIGNALING_BY_FGFR1,47,0.058437332004459094,Reactome,0.006308645560345595,0.5833333333333334,robust
REACTOME_MATURATION_OF_SARS_COV_2_NUCLEOPROTEIN,15,0.05789660428200526,Reactome,0.13886341936467117,0.6666666666666666,robust
REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS,19,0.055353158397873484,Reactome,0.13441027235456016,0.6666666666666666,robust
REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING,25,0.05486916530488526,Reactome,0.05573266432809927,0.575,robust
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES,15,0.05097184019563641,KEGG,0.12673931926907817,0.6583333333333333,robust
REACTOME_METALLOPROTEASE_DUBS,34,0.05058147784129915,Reactome,0.04870043782013245,0.575,robust
KEGG_ENDOMETRIAL_CANCER,52,0.04941479333483815,KEGG,-0.011432019885145127,0.5833333333333334,robust
REACTOME_RHOF_GTPASE_CYCLE,42,0.04879525193268986,Reactome,-0.012650199950380001,0.5833333333333334,robust
KEGG_BUTANOATE_METABOLISM,32,0.048436603250165904,KEGG,0.04518263385607755,0.575,robust
REACTOME_MTORC1_MEDIATED_SIGNALLING,24,0.04747413192683521,Reactome,0.04360408681631193,0.575,robust
REACTOME_GENE_SILENCING_BY_RNA,102,0.04630775243755805,Reactome,-0.010787773890661996,0.5583333333333333,robust
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING,28,0.045348962448499085,Reactome,0.04011860116317201,0.575,robust
KEGG_FATTY_ACID_METABOLISM,42,0.04249163572338548,KEGG,-0.025044754339221383,0.5833333333333334,robust
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,75,0.04020515775099444,Reactome,-0.03511371054669834,0.575,robust
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,48,0.03873207219579854,Reactome,-0.03243703728820551,0.575,robust
KEGG_MEDICUS_REFERENCE_CARDIAC_TYPE_VGCC_RYR_SIGNALING,19,0.038121665343503544,KEGG_MEDICUS,0.10424081907326488,0.6333333333333333,robust
REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III,32,0.03773512057877194,Reactome,0.027631156339247842,0.5666666666666667,robust
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS,36,0.0374257392150616,Reactome,0.027123740664613965,0.5583333333333333,robust
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY,19,0.03573790472252135,KEGG_MEDICUS,0.10006725416733378,0.6333333333333333,robust
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,54,0.03490112543665948,Reactome,-0.039969678297792716,0.5666666666666667,robust
REACTOME_HCMV_EARLY_EVENTS,131,0.03352785722180253,Reactome,-0.0950768849701776,0.5,robust
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,55,0.03191763336463559,Reactome,-0.04583600225019239,0.5583333333333333,robust
REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT,116,0.03079644230790336,Reactome,-0.10078325397392376,0.5,robust
REACTOME_RAP1_SIGNALLING,16,0.02773309967386654,Reactome,0.08605218355335569,0.6333333333333333,robust
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING,28,0.025756053428199126,Reactome,0.007984315408701814,0.5583333333333333,robust
KEGG_PROPANOATE_METABOLISM,33,0.025653077199134715,KEGG,0.007815424328401025,0.5583333333333333,robust
KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION,23,0.024606703808916074,KEGG_MEDICUS,0.0060992696985641935,0.5583333333333333,robust
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,51,0.01988728433075743,Reactome,-0.0694908077564437,0.55,robust
KEGG_MEDICUS_REFERENCE_CA2_ENTRY_VOLTAGE_GATED_CA2_CHANNEL,23,0.018612172944171827,KEGG_MEDICUS,-0.0037323468098420616,0.55,robust
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,68,0.01799234986304271,Reactome,-0.07221971270111668,0.5333333333333333,robust
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,107,0.017168251356953542,KEGG,-0.07615459838006024,0.5,robust
REACTOME_METABOLISM_OF_NUCLEOTIDES,97,0.017031844217350288,Reactome,-0.07646059200462102,0.5,robust
REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE,18,0.016639919726507045,Reactome,0.0666298866515797,0.6166666666666667,robust
REACTOME_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES,165,0.016299846798474592,Reactome,0.16160699455372998,0.6083333333333333,robust
REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION,84,0.015281724385769687,Reactome,-0.07674775234864226,0.5333333333333333,robust
REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX,43,0.013377505367653328,Reactome,-0.08229073191718718,0.55,robust
REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY,17,0.006786980000624401,Reactome,0.04937904229320012,0.5916666666666667,robust
REACTOME_BASIGIN_INTERACTIONS,24,0.00407718531197092,Reactome,-0.02757114713943617,0.5416666666666666,robust
REACTOME_AMINO_ACIDS_REGULATE_MTORC1,55,0.0026503924211899203,Reactome,-0.10338303519763349,0.55,robust
REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY,45,0.0024500885864968272,Reactome,-0.10377688480569379,0.55,robust
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM,20,0.002432362611748368,Reactome,0.041754837852117505,0.5916666666666667,robust
REACTOME_FIBRONECTIN_MATRIX_FORMATION,18,0.0023533540127107845,Reactome,0.04161650705106829,0.5916666666666667,robust
KEGG_MEDICUS_REFERENCE_KINETOCHORE_MICROTUBULE_ATTACHMENT,20,0.0009028441342296669,KEGG_MEDICUS,0.03907690761677577,0.5916666666666667,robust
REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,24,-0.00022808776384607553,Reactome,-0.034632215770234724,0.5416666666666666,robust
REACTOME_SELECTIVE_AUTOPHAGY,89,-0.001984151967112752,Reactome,-0.11911798966021174,0.48333333333333334,robust
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE,53,-0.0035618112137242967,Reactome,-0.1155978486112184,0.55,robust
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,64,-0.004886448826107473,Reactome,-0.11043823769500442,0.5,robust
REACTOME_TNF_SIGNALING,57,-0.00598580798213578,Reactome,-0.12036405879706462,0.5333333333333333,robust
REACTOME_REPRODUCTION,146,-0.006325867386244387,Reactome,0.09230960912061595,0.575,robust
REACTOME_REGULATION_OF_PYRUVATE_METABOLISM,32,-0.006686506530933956,Reactome,-0.04522465377771023,0.525,robust
REACTOME_AMPK_INDUCED_ERAD_AND_LYSOSOME_MEDIATED_DEGRADATION_OF_PD_L1_CD274,55,-0.007035425413731376,Reactome,-0.12242788056403467,0.525,robust
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,15,-0.007196124983088506,Reactome,0.0248969715171806,0.5916666666666667,robust
KEGG_PARKINSONS_DISEASE,123,-0.00977970192131066,KEGG,-0.18555340388519714,0.44166666666666665,robust
REACTOME_TRP_CHANNELS,26,-0.010072717402682582,Reactome,-0.05077837056703048,0.525,robust
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,34,-0.010437570273790064,Reactome,-0.05137676493543996,0.525,robust
REACTOME_RHOD_GTPASE_CYCLE,53,-0.012603105861530212,Reactome,-0.13337539320417155,0.525,robust
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS,16,-0.014477609418269801,Reactome,0.012148313940467025,0.5833333333333334,robust
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES,54,-0.01572379116784431,Reactome,-0.13951147485560136,0.525,robust
REACTOME_NETRIN_1_SIGNALING,41,-0.016198268407141413,Reactome,-0.14044442092234555,0.525,robust
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,18,-0.01719988667834782,Reactome,0.0073820631949561445,0.575,robust
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,18,-0.017771020129742635,Reactome,0.006382104344909135,0.575,robust
REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE,30,-0.018406320787412014,Reactome,-0.06444629462322128,0.525,robust
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_TRANSPORT_OF_CALCIUM,19,-0.018476647048365963,KEGG_MEDICUS,0.005146669998723327,0.575,robust
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,44,-0.02085939297168144,Reactome,-0.14960940813128784,0.5166666666666667,robust
REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS,155,-0.02211940004846946,Reactome,0.06030078585981973,0.5583333333333333,robust
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE,84,-0.022214088085213753,Reactome,-0.13938367417123326,0.48333333333333334,robust
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,33,-0.025991946604140566,Reactome,-0.07688746236246237,0.5166666666666667,robust
KEGG_MEDICUS_REFERENCE_TGFA_EGFR_RAS_ERK_SIGNALING_PATHWAY,15,-0.026174021333591164,KEGG_MEDICUS,-0.008330140928455871,0.5666666666666667,robust
REACTOME_INTERLEUKIN_7_SIGNALING,34,-0.027264380780391152,Reactome,-0.07897437877599882,0.5166666666666667,robust
REACTOME_HDMS_DEMETHYLATE_HISTONES,47,-0.028448687416763152,Reactome,-0.16453194142791402,0.5166666666666667,robust
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,42,-0.02906473652196086,Reactome,-0.1657432547260332,0.5166666666666667,robust
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_MACHR_CA2_APOPTOTIC_PATHWAY,20,-0.029954563754021384,KEGG_MEDICUS,-0.014949236416655565,0.5583333333333333,robust
REACTOME_MECHANICAL_LOAD_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_IN_OSTEOCYTES,16,-0.03133008897013288,Reactome,-0.017357550287878422,0.5583333333333333,robust
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,39,-0.03140117404137201,KEGG,-0.17033730057986018,0.5166666666666667,robust
MODULE_INITIATION,12,-0.03190502829120333,module,-0.018364172577188143,0.5583333333333333,robust
REACTOME_INTRA_GOLGI_TRAFFIC,44,-0.03267975692798601,Reactome,-0.17285132817966672,0.5166666666666667,robust
REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,140,-0.03313811594570726,Reactome,0.03796910508524622,0.5416666666666666,robust
REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE,15,-0.03579205222407586,Reactome,-0.025169699328471875,0.55,robust
KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_LGR_RSPO,18,-0.03846183794433337,KEGG_MEDICUS,-0.029844046194656606,0.55,robust
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES,82,-0.040198794708483906,Reactome,-0.1694267270835853,0.475,robust
HALLMARK_KRAS_SIGNALING_DN,172,-0.04023900583878251,Hallmark,0.04517975045641599,0.525,robust
REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_PIGMENTATION,40,-0.045556855882283566,Reactome,-0.19817106498787357,0.49166666666666664,robust
KEGG_MEDICUS_REFERENCE_RAB7_REGULATED_MICROTUBULE_MINUS_END_DIRECTED_TRANSPORT,43,-0.04678307489626042,KEGG_MEDICUS,-0.20058213154978358,0.48333333333333334,robust
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST,18,-0.04779774892485507,Reactome,-0.04618965996570192,0.55,robust
REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION,19,-0.04787769446583735,Reactome,-0.046329631194898524,0.55,robust
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS,156,-0.05144715512044533,Reactome,0.0008620935284904709,0.525,robust
KEGG_MEDICUS_REFERENCE_ARL8_REGULATED_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT,35,-0.05918610960484059,KEGG_MEDICUS,-0.13132913399681706,0.4666666666666667,robust
KEGG_MEDICUS_REFERENCE_ITGA_B_TALIN_VINCULIN_SIGNALING_PATHWAY,30,-0.06447836893476704,KEGG_MEDICUS,-0.1400089565498855,0.4666666666666667,robust
REACTOME_AGGREPHAGY,43,-0.06565969801383251,Reactome,-0.23769849843186994,0.4666666666666667,robust
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING,46,-0.06573567635282385,Reactome,-0.23784789167278647,0.4666666666666667,robust
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,49,-0.06680021053767672,Reactome,-0.23994104366916982,0.4666666666666667,robust
REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES,30,-0.06933313931003457,Reactome,-0.1479712544582537,0.4583333333333333,robust
REACTOME_BASE_EXCISION_REPAIR,86,-0.0706274083573793,Reactome,-0.2202570502605256,0.45,robust
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,37,-0.07089092569497639,Reactome,-0.1505261763836441,0.4583333333333333,robust
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,68,-0.07215978581321632,Reactome,-0.22281685276115915,0.44166666666666665,robust
REACTOME_FORMATION_OF_THE_CANONICAL_BAF_CBAF_COMPLEX,18,-0.07286800316701628,Reactome,-0.09008346891902785,0.5333333333333333,robust
REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING,29,-0.07291010745910578,Reactome,-0.15383783182651492,0.4583333333333333,robust
REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR,93,-0.07661777461191936,Reactome,-0.28653893825285126,0.375,robust
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS,67,-0.077049831308286,Reactome,-0.23098556513604432,0.44166666666666665,robust
REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE,38,-0.07849790717391311,Reactome,-0.2629417677563995,0.45,robust
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_ANTEROGRADE_AXONAL_TRANSPORT,26,-0.07967883891217452,KEGG_MEDICUS,-0.16493921296817302,0.4583333333333333,robust
REACTOME_METABOLISM_OF_COFACTORS,25,-0.08019716527765426,Reactome,-0.16578931886746265,0.4583333333333333,robust
KEGG_MEDICUS_VARIANT_IGH_MMSET_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION,17,-0.08113896186364249,KEGG_MEDICUS,-0.10456452991600895,0.525,robust
REACTOME_MEIOSIS,113,-0.08169412866537507,Reactome,-0.3357943114845074,0.39166666666666666,robust
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT,25,-0.0818230010918211,KEGG_MEDICUS,-0.1684558485077605,0.4583333333333333,robust
KEGG_WNT_SIGNALING_PATHWAY,144,-0.0828787471924889,KEGG,-0.06284045465731508,0.5,robust
KEGG_MEDICUS_REFERENCE_ANTEROGRADE_AXONAL_TRANSPORT,24,-0.08290041079737887,KEGG_MEDICUS,-0.17022290572816415,0.4583333333333333,robust
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,30,-0.08553790138506262,Reactome,-0.17454864807359857,0.4583333333333333,robust
REACTOME_SARS_COV_1_TARGETS_HOST_INTRACELLULAR_SIGNALLING_AND_REGULATORY_PATHWAYS,16,-0.08585176188370236,Reactome,-0.11281585204930641,0.525,robust
